stock,name,ticker,country,base_quarter,forecast_quarter,current_weight,predicted_change_%,predicted_weight,actual_weight,model,error,naive_error,low,high
TW0002330008,Taiwan Semiconductor Manufacturing Co Ltd,2330,TWN,Dec-22,Dec-23,5.685392297389194,0.0,5.685392297389194,7.133606139956388,naive,-1.4482138425671938,-1.4482138425671938,,
00700|CHN,Tencent Holdings Ltd,00700,CHN,Dec-22,Dec-23,4.2346449834767945,0.0,4.2346449834767945,3.7594687606648143,naive,0.47517622281198024,0.47517622281198024,,
KR7005930003,Samsung Electronics Co Ltd,005930,KOR,Dec-22,Dec-23,3.304550823590308,0.0,3.304550823590308,4.36175901798121,naive,-1.0572081943909017,-1.0572081943909017,,
09988|CHN,Alibaba Group Holding Ltd Ordinary Shares,09988,CHN,Dec-22,Dec-23,2.5949032751465646,0.0,2.5949032751465646,2.3623926608001544,naive,0.23251061434641018,0.23251061434641018,,
03690|CHN,Meituan Class B,03690,CHN,Dec-22,Dec-23,1.5651317891061087,0.0,1.5651317891061087,0.7979221618702244,naive,0.7672096272358844,0.7672096272358844,,
INE002A01018,Reliance Industries Ltd,RELIANCE,IND,Dec-22,Dec-23,1.4840467087006692,0.0,1.4840467087006692,1.4168827537521544,naive,0.06716395494851479,0.06716395494851479,,
BRVALEACNOR0,Vale SA,VALE3,BRA,Dec-22,Dec-23,1.0159076138057264,0.0,1.0159076138057264,0.8101378598394842,naive,0.2057697539662422,0.2057697539662422,,
INE009A01021,Infosys Ltd,INFY,IND,Dec-22,Dec-23,0.9699389889231577,0.0,0.9699389889231577,0.9227370392932968,naive,0.047201949629860906,0.047201949629860906,,
09618|CHN,JD.com Inc Ordinary Shares - Class A,09618,CHN,Dec-22,Dec-23,0.9656523318310289,0.0,0.9656523318310289,0.507211939701869,naive,0.45844039212916,0.45844039212916,,
CNE1000002H1,China Construction Bank Corp Class H,00939,CHN,Dec-22,Dec-23,0.9512664310979605,0.0,0.9512664310979605,0.856374648758815,naive,0.09489178233914553,0.09489178233914553,,
INE090A01021,ICICI Bank Ltd,ICICIBANK,IND,Dec-22,Dec-23,0.88366374056308,0.0,0.88366374056308,0.9271278863440403,naive,-0.04346414578096036,-0.04346414578096036,,
INE001A01036,Housing Development Finance Corp Ltd,HDFC,IND,Dec-22,Dec-23,0.8697898293187669,0.0,0.8697898293187669,0.0,naive,0.8697898293187669,0.8697898293187669,,
CNE1000003X6,Ping An Insurance (Group) Co. of China Ltd Class H,02318,CHN,Dec-22,Dec-23,0.6594926565648799,0.0,0.6594926565648799,0.45100271849779866,naive,0.20848993806708122,0.20848993806708122,,
